time,prey_x,predator_y
0.0,10.0,5.0
0.40404040404040403,12.559379991941546,3.828154363919593
0.8080808080808081,16.34172678260472,3.2246642838427753
1.2121212121212122,21.572804346025414,3.112271437481953
1.6161616161616161,28.285730557174436,3.601549128456319
2.0202020202020203,35.66419795045178,5.181121675028198
2.4242424242424243,40.47970684866097,9.081798526423182
2.8282828282828283,36.589725363339404,16.38429534024684
3.2323232323232323,24.435887456110812,22.70781139051395
3.6363636363636362,14.48964338155981,22.021164059852772
4.040404040404041,9.781146815858158,17.168736021597976
4.444444444444445,8.11745698137928,12.21859714398728
4.848484848484849,8.038403121142435,8.487815326542389
5.252525252525253,9.021672303342383,5.981128240423545
5.656565656565657,10.98419586458383,4.406604511419591
6.0606060606060606,14.0503959625483,3.501919923273256
6.4646464646464645,18.44248446718651,3.1140379617036817
6.8686868686868685,24.3450547957986,3.2358256075354737
7.2727272727272725,31.544016722135645,4.10733505431637
7.6767676767676765,38.41553569278208,6.499732682606327
8.080808080808081,40.166309910213556,11.918245486143528
8.484848484848484,31.68751145109395,19.79367503622937
8.88888888888889,19.37777394966998,23.264852681483664
9.292929292929292,11.905759145347782,20.10011336970208
9.696969696969697,8.793628554345005,14.886750632001993
10.1010101010101,7.933188715050485,10.42122329877604
10.505050505050505,8.349467650926622,7.256006002649647
10.909090909090908,9.756165560708185,5.194807089743538
11.313131313131313,12.178543384165286,3.940078538204152
11.717171717171716,15.795606792029742,3.272908924549365
12.121212121212121,20.836792269023096,3.098169632917559
12.525252525252524,27.381729373706758,3.496601119937637
12.929292929292929,34.78358755605939,4.891663912866591
13.333333333333334,40.223906931273724,8.409725631794283
13.737373737373737,37.687209734822595,15.356893571640551
14.141414141414142,26.022522789723897,22.26417994766218
14.545454545454545,15.41048921932845,22.445689581398366
14.94949494949495,10.157516891506626,17.83168828584752
15.353535353535353,8.220101309847674,12.776877771985511
15.757575757575758,7.98527314456974,8.880870975038018
16.161616161616163,8.84660912921975,6.236346531522361
16.565656565656564,10.683341028567577,4.561803451779864
16.96969696969697,13.600991790463791,3.5845382723354593
17.373737373737374,17.81506149642512,3.1361401097382
17.77777777777778,23.527081036706434,3.1881152935535018
18.18181818181818,30.608778979453408,3.939109021749704
18.585858585858585,37.703123744802824,6.0711863234008225
18.98989898989899,40.46534212591873,11.037624016919917
19.393939393939394,33.21380190843281,18.88426764850228
19.7979797979798,20.716798671179124,23.261351708123243
20.2020202020202,12.545844828898101,20.69930499097757
20.606060606060606,9.027047056208108,15.523468883429235
21.01010101010101,7.959675794189405,10.906516003482926
21.414141414141415,8.241661638241833,7.583887551252893
21.818181818181817,9.527911078117068,5.402015922929671
22.22222222222222,11.816175521398561,4.060968199624859
22.626262626262626,15.271731428559065,3.3285917224490955
23.03030303030303,20.124896126693113,3.0925734941031346
23.434343434343432,26.49360455084458,3.406218186588965
23.838383838383837,33.87807722549075,4.633988943793932
24.242424242424242,39.84068858942012,7.796823980112387
24.646464646464647,38.617997508355664,14.338847869212874
25.05050505050505,27.64171338020595,21.697351465440015
25.454545454545453,16.42189896145807,22.795122436656833
25.858585858585858,10.583592591018741,18.49223155379143
26.262626262626263,8.347888009962029,13.354863989263903
26.666666666666668,7.948600103355945,9.29370539045474
27.07070707070707,8.686421699373017,6.506571747733647
27.474747474747474,10.399125582987335,4.72768684964353
27.87878787878788,13.171704346625587,3.6751966321948784
28.282828282828284,17.211224419962246,3.1657487354427443
28.686868686868685,22.731724906640654,3.150690585069059
29.09090909090909,29.67766244990784,3.7911122706355735
29.494949494949495,36.928347137153715,5.68686125620621
29.8989898989899,40.59201408746513,10.213887104423582
30.3030303030303,34.64917245329167,17.916033433377947
30.707070707070706,22.141272885023444,23.136774582926964
31.11111111111111,13.259117662010347,21.26200492609271
31.515151515151516,9.296701259892002,16.17207042746555
31.919191919191917,8.006209812048628,11.412838408428872
32.323232323232325,8.149050195079822,7.9295854734820885
32.72727272727273,9.315009387709335,5.622169907443951
33.13131313131313,11.471835693978873,4.191154329060876
33.535353535353536,14.769648918155365,3.391784310366334
33.93939393939394,19.4371768324571,3.0951547688107177
34.343434343434346,25.623499140558692,3.3292055608852715
34.74747474747475,32.95579076771263,4.405071469251387
35.15151515151515,39.34521484233691,7.2406266657872305
35.55555555555556,39.37172357076209,13.345751034346451
35.95959595959596,29.26939489547011,21.01557184433298
36.36363636363636,17.526753633484873,23.057708281672724
36.76767676767677,11.064070337250367,19.144481153532805
37.17171717171717,8.50276914442246,13.951558853426256
37.57575757575758,7.9289584817072125,9.726766775601785
37.97979797979798,8.541079072968596,6.792422718055496
38.38383838383838,10.131209966945915,4.904711558188635
38.78787878787879,12.762053490303863,3.7741199369516525
39.19191919191919,16.63064418817204,3.2027898839229323
39.5959595959596,21.95965824882623,3.122932898380487
40.0,28.754789678721295,3.661472911439626
